"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (January-March)",,,,,
,,Nestor's Truck Mobile Service Inc,"WOODBRIDGE, ON L4H 2N3",7612-Other trades helpers and labourers,1
,,North Durham Veterinary Professional Corp.,"OSHAWA, ON L1G 4X8",3213-Animal health technologists and veterinary technicians,1
,,Onnki Donburi Ltd.,"TORONTO, ON M4Y 1V8",6322-Cooks,1
,,Ontario Gasket Inc,"OTTAWA, ON K1J 9E5",7232-Tool and die makers,1
,,Ottawa Textiles 2000 Inc,"OTTAWA, ON K1G 1A2","9619-Other labourers in processing, manufacturing and utilities",1
,,Palma Pasta Corporation,"Mississauga, ON L5C 4P9",6332-Bakers,1
,,Peter & Paul's Manor Ltd,"KING, ON L7B 0C7",6321-Chefs,1
,,Pramukh Krupa Enterprises Ltd.,"ORILLIA, ON L3V 8A2",6311-Food service supervisors,1
,,"ROMAN SHAMRAY, operating: SHAMRAYS ENTERPRISE","Ottawa, ON K1V 6V8",7271-Carpenters,1
,,Rosi Educational Services Inc.,"RICHMOND HILL, ON L4S 2A2",4214-Early childhood educators and assistants,1
,,Shoetopia Footware Inc.,"FERGUS, ON N1M 3N7",6421-Retail salespersons,1
,,Skyventure Ontario Ltd. o/a iFLY Toronto,"Oakville, ON L6H 6P5","5254-Program leaders and instructors in recreation, sport and fitness",2
,,Soul Restaurants Canada Inc. o/a KFC,"TORONTO, ON M2N 6K1",6311-Food service supervisors,1
,,SSRP Telecom Inc.,"BRAMPTON, ON L6P 2K9",6211-Retail sales supervisors,1
,,Tabule Inc,"Toronto, ON M4S 1Z8",6321-Chefs,1
,,"Triple  ""A"" Cheese Co. Ltd.","Mississauga, ON L4T 3L7","9461-Process control and machine operators, food, beverage and associated products processing",1
,,VERICO The Financial Forum Ltd.,"VAUGHN, ON L4L 8S9",1241-Administrative assistants,1
,  Primary Agriculture,Brian's Poultry Services Ltd,"MILDMAY, ON N0G 2J0",8431-General farm workers,28
,,Canadian Poultry Services,"MILDMAY, ON N0G 2J0",8431-General farm workers,12
,,Chin Tai Ginseng Co. Ltd,"RICHMOND HILL, ON L4B 1C8",8611-Harvesting labourers,4
,,Closson Chase Vineyards Inc,"Hillier, ON K0K 2J0",8431-General farm workers,7
,,Hendriks Greenhouses,"Beamsville, ON L0R 1B3","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",4
,,Henry J. Peters Farms Ltd,"THEDFORD, ON N0M 2N0",8431-General farm workers,1
,,J & L Walker Farms Ltd,"Aylmer, ON N5H 2R1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,LEL Farms Inc,"GUELPH, ON N1L 1G3",8431-General farm workers,1
,,Meyers Fruit Farms Ltd,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,1
,,Scotlynn Sweetpac Growers Inc,"Vittoria, ON N0E 1W0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,The Hop Farm Inc.,"GORMLEY, ON L0H 1G0",8431-General farm workers,4
Manitoba,    High Wage,6081283 Manitoba Ltd. o/a Star Motel - Morden,"MORDEN, MB R6M 1P4",0632-Accommodation service managers,1
,,Allmar Inc.,"Winnipeg, MB R2L 0N2",2263-Inspectors in public and environmental health and occupational health and safety,1
,,Bev's Repair Inc,"MANITOU, MB R0G 1G0",7322-Motor vehicle body repairers,1
,,Canada Tiger Mountain Ltd.,"TREHERNE, MB R0G 2V0",0621-Retail and wholesale trade managers,1
,,Ishar Automobiles Inc.,"WINNIPEG, MB R2P 1M2",1311-Accounting technicians and bookkeepers,1
,,Mountain City Aviation Inc.,"MORDEN, MB R6M 1J1",0421-Administrators - post-secondary education and vocational training,1
,,NEO MART INC.,"BRANDON, MB R7A 5C2",0621-Retail and wholesale trade managers,1
,,OPD Canada Development Corporation,"WINNIPEG, MB R3C 3H3",0714-Facility operation and maintenance managers,1
,,Orbit Motor Carriers Inc.,"STEINBACH, MB R5G 0X1",1311-Accounting technicians and bookkeepers,1
,,,,1525-Dispatchers,1
,,The North West Company LP,"WINNIPEG, MB R3C 1A3",7271-Carpenters,1
,,Zeghers Canada,"HOLLAND, MB R0G 0X0","9619-Other labourers in processing, manufacturing and utilities",1
,   Low Wage,6251137 Manitoba Ltd.,"SHILO, MB R0K 2A0",6322-Cooks,2
,,6482610 Manitoba Ltd,"WINNIPEG, MB R3Y 1N6","6561-Image, social and other personal consultants",1
,,6947795 Manitoba Ltd.,"ASHERN, MB R0C 0E0",6311-Food service supervisors,2
,,Liyan Enterprises Inc.,"DAUPHIN, MB R7N 1K6",6211-Retail sales supervisors,1
,,Medsafe Pharmacy Ltd,"BRANDON, MB R7B 4G9",3414-Other assisting occupations in support of health services,1
,,Tokyo Zone,"Brandon, MB R7A 7L9",6322-Cooks,2
,  Primary Agriculture,Canmark Family Farming Ltd.,"Roblin, MB R0L 1P0",8431-General farm workers,5
Saskatchewan,    High Wage,Sky Ag Services Limited,"Lafleche, SK S0H 2K0","2271-Air pilots, flight engineers and flying instructors",1
,   Low Wage,101216694 Sask. Ltd.,"Southey, SK S0G 4P0",6322-Cooks,1
,,Hashtag International Inc,"SASKATOON, SK S7K 8C1",6211-Retail sales supervisors,1
,  Primary Agriculture,Michaelsen Farms,"Lampman, SK S0C 1N0",8431-General farm workers,3
,,Shamrock Ranch Ltd,"SHAMROCK, SK S0H 3W0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Alberta,    High Wage,1318914 Alberta Ltd o/a Lovely Sweets & Restaurant,"Calgary, AB T3J 3Z5",0631-Restaurant and food service managers,1
,,1392635 Alberta Ltd. o/a Riteway Moving,"Rocky View, AB T4A 0E2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,1725503 Alberta Ltd,"Edmonton, AB T5T 5W8",6311-Food service supervisors,1
,,1735093 Alberta LTD,"ST. ALBERT, AB T8N 6A9",1311-Accounting technicians and bookkeepers,1
,,1926679 Alberta Ltd. o/a Circle K,"Sylvan Lake, AB T4S 2M2",6211-Retail sales supervisors,1
,,,,6311-Food service supervisors,1
,,1994076 Alberta Inc.,"DRUMHELLER, AB T0J 0Y6",6211-Retail sales supervisors,1
,,2009313 Alberta Ltd. o/a BIG FISH SEAFOOD and OYSTER BAR RESTAURANT,"Calgary, AB T2E 3K4",6322-Cooks,3
,,2039398 Alberta Ltd. o/a India Flame,"RED DEER, AB T4R 0P3",6322-Cooks,1
,,AJ Exteriors & Interiors Ltd,"CALGARY, AB T2M 4L5","7284-Plasterers, drywall installers and finishers and lathers",5
,,AJ Flooring & More Inc.,"EDMONTON, AB T6E 6B6","7284-Plasterers, drywall installers and finishers and lathers",2
,,Amazon Springs Water Co. Ltd.,"St. Albert, AB T8N 5E1",7452-Material handlers,1
,,Anchal Holding Ltd,"EDMONTON, AB T6L 6J6",7511-Transport truck drivers,2
,,Atlas Growers Ltd.,"EDMONTON, AB T5J 3H1",0212-Architecture and science managers,1
,,,,4163-Business development officers and marketing researchers and consultants,1
,,Bhatti Entreprises Inc,"Edmonton, AB T6S 1E9",7511-Transport truck drivers,4
,,Bulltrans Express Inc.,"CALGARY, AB T3H 3K7",0731-Managers in transportation,1
,,Canadian Consulting Engineers Inc,"Drayton Valley, AB T7A 1R7","2161-Mathematicians, statisticians and actuaries",1
,,Colt's Construction Alberta Ltd.,"Edmonton, AB T5X 5W5",7282-Concrete finishers,4
,,CTX Logistics Inc.,"CALGARY, AB T2C  2T",0111-Financial managers,1
,,Exclusive Drywall Ltd.,"EDMONTON, AB T6X 0P2","7284-Plasterers, drywall installers and finishers and lathers",3
,,Fancy Doors & Mouldings Ltd,"Edmonton, AB T6B 3S5",2243-Industrial instrument technicians and mechanics,1
,,GLC Vet Services Ltd. o/a City Centre Animal Hospital,"AIRDRIE, AB T4B 3M2",1221-Administrative officers,1
,,Gordion Construction Ltd.,"Edmonton, AB T6E 6T7","7284-Plasterers, drywall installers and finishers and lathers",6
,,In Can Commissioning Services Ltd,"FORT MCMURRAY, AB T9K 0R8",0711-Construction managers,2
,,,,2282-User support technicians,1
,,J&A Cleaning Services Inc,"Calgary, AB T3H 5C8",6315-Cleaning supervisors,1
,,JBS Food Canada ULC,"Brooks, AB T1R 1C6","9213-Supervisors, food, beverage and associated products processing",7
,,Kings Way Transportation Inc.,"CALGARY, AB T2C 4X5",7511-Transport truck drivers,5
,,MC Concrete Ltd.,"CALGARY, AB T2Y 0E8",7282-Concrete finishers,1
,,Microbakes Services Inc.  o/a Flavours Restaurant Calgary,"CALGARY, AB T2K 1A3",6322-Cooks,1
,,Moonlight_2G Ltd.,"CALGARY, AB T2P 3Y6",6311-Food service supervisors,1
,,Multiple Business,"Cochrane, AB T4C 1Z6",6211-Retail sales supervisors,1
,,Nabil Carpet Inc,"Edmonton, AB T6V 0H3",6315-Cleaning supervisors,1
,,Nick's Woodcraft Industries Ltd.,"Calgary, AB T2K 5X7",7272-Cabinetmakers,1
,,North 67 Transport Inc.,"EDMONTON, AB T6X 0Y2",0731-Managers in transportation,1
,,Quality Property Development Inc.,"EDMONTON, AB T5J 1W8",1311-Accounting technicians and bookkeepers,1
,,R & PS Trucking Ltd,"CALGARY, AB T3J 4P5",1221-Administrative officers,1
,,Rockeast Energy Corp.,"CALGARY, AB T2P 3T7","0016-Senior managers - construction, transportation, production and utilities",1
,,Rocky Mountain Sherpas Inc,"CANMORE, AB T1W 1E7","5131-Producers, directors, choreographers and related occupations",1
,,Sidhu Truck Repairs Ltd,"EDMONTON, AB T5Y 3H7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,Sun Meats Ltd,"CALGARY, AB T3J 3J8",0621-Retail and wholesale trade managers,1
,,Sunstar Concrete Ltd,"Edmonton, AB T6W 2W9",7282-Concrete finishers,1
,,Top Star Hitech Ltd,"Calgary, AB T1Y 6Z8",6211-Retail sales supervisors,1
,,TRANSREP AUTOMOTIVES LTD. o/a DYNAMIC AUTOMOTIVE,"EDMONTON, AB T5L 3C9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Trideck Transport Ltd.,"EDMONTON, AB T6X 2A6",1241-Administrative assistants,1
,,WesTower Communications Ltd.,"Thorsby, AB T0C 2P0",7245-Telecommunications line and cable workers,1
,,Wholistic Health Training & Research Center,"EDMONTON, AB T5K 2J1","1123-Professional occupations in advertising, marketing and public relations",1
,,Yadi Gun Ltd,"Edmonton, AB T6T 0L5",0631-Restaurant and food service managers,1
,   Low Wage,1129630 Alberta Ltd.  o/a Circle K,"EDMONTON, AB T6T 0K9",6211-Retail sales supervisors,2
,,1166820 Alberta Ltd,"Devon, AB T9G 2J4",6322-Cooks,1
,,1179216 Alberta Ltd. o/a The Keg Steakhouse and Bar,"Fort McMurray, AB T9H 1S8",6322-Cooks,1
,,1287180 Alberta Ltd. o/a Downstream Restaurant & Lounge,"JASPER, AB T0E 1E0",6322-Cooks,2
,,1332624 Alberta Ltd.,"EDMONTON, AB T6R 3P2",6311-Food service supervisors,1
,,1362424 Alberta Ltd. o/a JTG Trucking,"CALGARY, AB T3J 4W6",1221-Administrative officers,1
,,1384169 Alberta Ltd. o/a Nisku Esso,"Leduc, AB T9E 7G2",6211-Retail sales supervisors,1
,,1503974 Alberta Ltd. o/a Campbell Park Bottle Depot,"St. Albert, AB T8N 5A3",6316-Other services supervisors,1
,,1544650 Alberta Ltd.,"Grande Prairie, AB T8V 0T8","5254-Program leaders and instructors in recreation, sport and fitness",1
,,1637200 Alberta Ltd,"EDMONTON, AB T6L 3M4",6322-Cooks,1
,,1673585 Alberta Ltd. o/a Lube Town,"Calgary, AB T3J 4J8",6421-Retail salespersons,1
,,1751227 Alberta Ltd.,"Wandering River, AB T0A 3M0",6311-Food service supervisors,1
,,1882644 Alberta Ltd. o/a East Side Mario's,"St. Albert, AB T8N 3L3",6322-Cooks,1
,,1938404 Alberta Inc.,"COCHRANE, AB T4C 2H2",6311-Food service supervisors,1
,,1940981 Alberta Ltd,"GRANDE PRAIRIE, AB T8V 0N2",6311-Food service supervisors,2
,,1956772 AB Ltd.,"Calgary, AB T3J 3K9",6322-Cooks,1
,,1978913 Alberta Ltd. o/a Via Cibo Deerfoot Meadows,"Calgary, AB T2H 0B8",6511-Maîtres d'hôtel and hosts/hostesses,1
,,2012934 Alberta Ltd. o/a Dairy Queen,"Bonnyville, AB T9N 1A4",6311-Food service supervisors,1
,,2093667 Alberta Ltd,"EDMONTON, AB T5J 2X5",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,396725 Alberta Ltd o/a Lewis Estates Car Wash,"EDMONTON, AB T5Z 3E2",6732-Specialized cleaners,2
,,612645 Alberta Ltd.  o/a CTC Golf and Turf,"SPRUCE GROVE, AB T7Y 1C7",8612-Landscaping and grounds maintenance labourers,2
,,905753 Alberta Ltd o/a Holiday Inn Calgary Airport,"Calgary, AB T2E 7T7",6322-Cooks,1
,,A&V Enterprise Ltd. o/a Opa Souvlaki of Greece,"CALGARY, AB T2N 1N4",6311-Food service supervisors,1
,,Accuratus Steel Stud & Framing Inc.,"CALGARY, AB T3P 0B1","7284-Plasterers, drywall installers and finishers and lathers",2
,,Aktas Floors & Interiors Ltd,"Edmonton, AB T5N 3S5",7295-Floor covering installers,1
,,ALSE Tire Sales Ltd.,"EDMONTON, AB T5N 2X3",7535-Other automotive mechanical installers and servicers,3
,,Apna Desi Meat Masala Ltd,"Calgary, AB T3J 3K9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
,,Aspen Home Healthcare Products Ltd o/a Homecare & Surgical on Whyte,"Edmonton, AB T5G 0X3",6211-Retail sales supervisors,1
,,Black Diamond Bakery & Cafe Ltd.,"BLACK DIAMOND, AB T0L 0H0",6322-Cooks,1
,,Certified Industrial Hygiene Consulting Ltd.,"CALGARY, AB T2M 0Z5",2211-Chemical technologists and technicians,1
,,Chandigarh Fashion,"Edmonton, AB T6E 5P2",6211-Retail sales supervisors,1
,,,,"6342-Tailors, dressmakers, furriers and milliners",1
,,Dhanju Group Inc.,"EDMONTON, AB T6B 0A5",6513-Food and beverage servers,2
,,Drayton Valley Bottle Depot Ltd.,"DRAYTON VALLEY, AB T7A 1B5","9227-Supervisors, other products manufacturing and assembly",1
,,DSI Food Corporation,"Calgary, AB T1Y 5E2","9213-Supervisors, food, beverage and associated products processing",1
,,Emirate Homes Ltd.,"LANGDON, AB T0J 1X1","7284-Plasterers, drywall installers and finishers and lathers",3
,,Fergus & Bix Restaurant McKenzie Towne Inc,"CALGARY, AB T2Z 0N2",6322-Cooks,1
,,FHR Jasper Operations Corporation,"JASPER, AB T0E 1E0",6322-Cooks,4
,,Flight Express Travel Inc.,"Calgary, AB T2A 7V8","6313-Accommodation, travel, tourism and related services supervisors",1
,,Fusion Cup,"Grande Prairie, AB T8W 0C7",6311-Food service supervisors,1
,,GDI Integrated Facility Services,"Calgary, AB T2G 1W5",6315-Cleaning supervisors,3
,,Goldeye Foundation Society,"Nordegg, AB T0M 2H0","0513-Recreation, sports and fitness program and service directors",1
,,Graham & Lane Florists Ltd,"Edmonton, AB T5J 2Y9",6211-Retail sales supervisors,1
,,Grain of Rice Inc.,"EDMONTON, AB T5T 7C5",6311-Food service supervisors,1
,,GS Cargo Ltd.,"CALGARY, AB T3J 4K5",7514-Delivery and courier service drivers,2
,,K&J Services Inc.,"Sherwood Park, AB T8B 1L3",6211-Retail sales supervisors,2
,,Kosei International Ltd o/a Mikado Restaurant,"Edmonton, AB T6N 1L5",6311-Food service supervisors,1
,,Minit Lube Limited,"Calgary, AB T3C 2G3",6211-Retail sales supervisors,1
,,Namaste Wellness and Day Spa Inc.,"SHERWOOD PARK, AB T8A 3X3",6211-Retail sales supervisors,1
,,Natasha Holdings Ltd,"Edmonton, AB T5E 0Y2",6332-Bakers,1
,,Norenda Group Ltd o/a Chief Mountain Husky,"Cardston, AB T0K 0K0",6211-Retail sales supervisors,1
,,Oh My Dog Spa and Grooming Corp,"EDMONTON, AB T6W 2Z8",6563-Pet groomers and animal care workers,2
,,Petro Canada,"Drayton Valley, AB T7A 1R8",6311-Food service supervisors,1
,,Pizza Hut,"Red Earth Creek, AB T0G 1X0",6731-Light duty cleaners,1
,,Provost Packers Ltd,"Provost, AB T0B 3S0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Southwest Chinooks Soccer Association,"CALGARY, AB T2T 3W2",5252-Coaches,1
,,Stone Creek Golf Courses Limited Partnership o/a Silvertip Resort,"Canmore, AB T1W 3J4",6321-Chefs,1
,,Strathmore Drug Store Inc.,"STRATHMORE, AB T1P 1B9",6421-Retail salespersons,1
,,Suha Consulting Services Ltd,"Banff, AB T1L 1C7",6611-Cashiers,2
,,Sundance Lodges Ltd,"KANANASKIS, AB T0L 2H0",6316-Other services supervisors,1
,,Sunview Custom Homes Ltd.,"CALGARY, AB T3K 5G9",1241-Administrative assistants,1
,,The Mat's Diner Inc.,"CALGARY, AB T2N 3P3",1241-Administrative assistants,1
,,Themis Universal Ltd.,"CALGARY, AB T2H 2H9",1241-Administrative assistants,1
,,Total Maintenance Services Inc.,"EDMONTON, AB T6R 1V5",8612-Landscaping and grounds maintenance labourers,2
,,Ulimate Cleaning Services,"Calgary, AB T3M 1C3",6315-Cleaning supervisors,1
,,Unit C Three 73 Inc o/a Pizza 73,"CALGARY, AB T3H 2Z3",6311-Food service supervisors,1
,,Vicky's Bistro/Wine Bar Ltd,"Sherwood Park, AB T8A 4X3",6311-Food service supervisors,1
,,Webb's Machinery (Vermilion) Ltd,"Vermilion, AB T9X 1Z6",9526-Mechanical assemblers and inspectors,1
,,Where the Buffalo Roam Saloon Ltd.,"CANMORE, AB T1W 0C1",6322-Cooks,1
,  Primary Agriculture,Canola Farms Ltd,"Vermillion, AB T9X 1X8",8431-General farm workers,1
,,Lallier Apiaries Inc,"Sturgeon County, AB T8R 0L1",8431-General farm workers,4
,,MCF Holdings Ltd.,"ST. ALBERT, AB T8N 3X4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Tower Farms Ltd.,"SMOKEY LAKE, AB T0A 3C0",8431-General farm workers,1
British Columbia,    High Wage,01186 Trading Inc,"RICHMOND, BC V6X 1T2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,0714576 B.C. Ltd. o/a Ashley Homestore,"COURTENAY, BC V9N 8P1",1241-Administrative assistants,1
,,0740457 BC Ltd,"KAMLOOPS, BC V2C 4A9",6315-Cleaning supervisors,1
,,0758219 BC Ltd.,"KAMLOOPS, BC V2C 3Z6",0632-Accommodation service managers,1
,,0987393 BC Ltd.,"RICHMOND, BC V6X 0M5","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,1075233 BC Ltd.,"Burnaby, BC V5G 3H5",6311-Food service supervisors,1
,,1119390 BC Ltd o/a Kojan Sushi Restaurant,"ABBOTSFORD, BC V2S 2B9",6322-Cooks,1
,,1123114 BC Ltd.,"ABBOTSFORD, BC V4X 2E6",7271-Carpenters,3
,,52 Clean Ltd.,"SURREY, BC V3R 8T4","0651-Managers in customer and personal services, n.e.c.",1
,,681288 B.C. Ltd.,"DELTA, BC V4G 1E2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,A & B Holdings Inc. o/a A&S Meat and Poultry Ltd.,"Surrey, BC V3W 2V3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
,,A1 Tech Electric Ltd,"SURREY, BC V3V 7W5",7241-Electricians (except industrial and power system),1
,,All West Facility Services Ltd,"BURNABY, BC V5J 5G6","7384-Other trades and related occupations, n.e.c.",2
,,Allstar Holdings Inc.,"Vancouver, BC V5L 1T5","7384-Other trades and related occupations, n.e.c.",1
,,Aqua-Lung Canada Ltd.,"Saanichton, BC V8M 1Z9","9619-Other labourers in processing, manufacturing and utilities",1
,,AQUAMIST CARPET CARE LTD.,"VICTORIA, BC V8Z 3B8",7271-Carpenters,1
,,AS Transport Company Ltd,"ABBOTSFORD, BC V2T 5J8",1221-Administrative officers,1
,,ATJ Food Limited o/a Domino's Pizza #10029,"RICHMOND, BC V6X 3T3","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Beatnik & Sons Leather Goods Inc,"KELOWNA, BC V1Y 0B5","0013-Senior managers - financial, communications and other business services",1
,,BFJ Design Ltd.,"VANCOUVER, BC V6E 4S9",0621-Retail and wholesale trade managers,1
,,Big Ben Construction,"Vancouver, BC V5R 5K6",7271-Carpenters,3
,,Brickworks Hospitality Group Limited,"Whistler, BC V0N 1B4",6322-Cooks,2
,,Burnaby Blacktop Ltd.,"BURNABY, BC V5J 3H6",7611-Construction trades helpers and labourers,1
,,Canadian Phytopharmaceuticals Corp.,"Richmond, BC V6W 1K8","9212-Supervisors, petroleum, gas and chemical processing and utilities",1
,,Casa Realty Investments Inc,"COQUITLAM, BC V3J 6N7",0711-Construction managers,1
,,Cementech Industry Inc.,"VANCOUVER, BC V6E 3C9","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Central Villa Sand & Gravel Ltd,"SURREY, BC V3S 0S3","7302-Contractors and supervisors, heavy equipment operator crews",2
,,Challenger Athletic Apparel Inc,"VANCOUVER, BC V6A 2J1","9217-Supervisors, textile, fabric, fur and leather products processing and manufacturing",2
,,Charlie and Cooper Store Ltd.,"Burnaby, BC V5A 4V7",0621-Retail and wholesale trade managers,1
,,Columbus Meat Market Ltd.,"Vancouver, BC V5L 4T6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Convenience Building Maintenance Ltd.,"Richmond, BC V6Y 2T3",0213-Computer and information systems managers,1
,,Corona Gas Ltd.,"SURREY, BC V3S 6K8",7251-Plumbers,6
,,Dhesi Electric Ltd.,"Surrey, BC V3W 1R1",7241-Electricians (except industrial and power system),2
,,Dr. Savita Dhingra Inc.,"SURREY, BC V3V 0C8",1311-Accounting technicians and bookkeepers,1
,,Drs. A Dumalo And C.A. Dumalo Optometric Corp,"NORTH VANCOUVER, BC V7P 3H6",0621-Retail and wholesale trade managers,1
,,Dynamite Concrete Pumping Ltd.,"VANCOUVER, BC V5S 1P8",7611-Construction trades helpers and labourers,2
,,Ecoasis Resort and Golf LLP,"Victoria, BC V9B 6R3",6731-Light duty cleaners,5
,,Ekam Aarav Electric Ltd,"ABBOTSFORD, BC V2T 6V2",7241-Electricians (except industrial and power system),2
,,Elite Paving Ltd.,"SURREY, BC V3W 0M6","0124-Advertising, marketing and public relations managers",1
,,Euro Asia Transload Inc.,"Richmond, BC V6W 0A2",1221-Administrative officers,1
,,,,4163-Business development officers and marketing researchers and consultants,1
,,,,7237-Welders and related machine operators,1
,,Fine Drywall Ltd.,"Surrey, BC V3S 3C3",7271-Carpenters,3
,,Fitplan Technologies Inc,"VANCOUVER, BC V6B 2W9",5241-Graphic designers and illustrators,1
,,G S Framing Ltd.,"SURREY, BC V3V 1K9",7271-Carpenters,1
,,Gold Star Electrical Ltd,"Surrey, BC V3W 4J7",7241-Electricians (except industrial and power system),1
,,Goldline Exteriors Ltd,"Burnaby, BC V5H 1T2",7281-Bricklayers,4
,,Guangson Immigration Group Ltd.,"BURNABY, BC V5H 0G3",5241-Graphic designers and illustrators,1
,,Guru Truck Lines Ltd,"SURREY, BC V3X 2S1",7511-Transport truck drivers,4
,,H&S Insulation Ltd,"SURREY, BC V3W 6X5",1221-Administrative officers,1
,,Ham Building Supplies Ltd,"RICHMOND, BC V6V 2Y6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Hans Demolition & Excavating Ltd.,"SURREY, BC V3X 3V5","7252-Steamfitters, pipefitters and sprinkler system installers",1
,,Harni Cleaning Services Ltd.,"BURNABY, BC V5H 2J3",1221-Administrative officers,1
,,Heart Connection Inc o/a Ramen Danbo,"VANCOUVER, BC V6J 1S4",1241-Administrative assistants,1
,,HGE Management Limited Partnership,"VANCOUVER, BC V6B 4P7",1241-Administrative assistants,1
,,High Level Painting & Floors Inc.,"SURREY, BC V4A 2J2","0016-Senior managers - construction, transportation, production and utilities",1
,,Hisar Plumbing and Heating Ltd.,"SURREY, BC V3W 0H1",7611-Construction trades helpers and labourers,2
,,HMTax & Accounting Inc.,"Vancouver, BC V5R 5K6",2282-User support technicians,1
,,HoneyBun Foods Ltd.,"VICTORIA, BC V8T 1P5",0113-Purchasing managers,2
,,Hosic Canada Enterprises Ltd.,"SURREY, BC V3W 5Y1",7271-Carpenters,1
,,I Love Martial Arts Inc,"ABBOTSFORD, BC V2S 6S2","5254-Program leaders and instructors in recreation, sport and fitness",1
,,"Indochina Accounting Services Co., Ltd.","Burnaby, BC V5A 4V7","0013-Senior managers - financial, communications and other business services",1
,,Isidore Landscapes,"Richmond, BC V6V 1M3",2225-Landscape and horticulture technicians and specialists,3
,,J.M.T Auto Solutions,"Surrey, BC V3W 4E7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,J.T. Construction Ltd,"SURREY, BC V3S 2Y5",7611-Construction trades helpers and labourers,2
